66098,6.5,354
66099,4,130
66101,6.8,253
66102,5.1,125
66104,5.8,1390
66108,5.9,656
66109,7.1,2182
66110,3,162
66113,5.1,238
66115,4.4,2681
66116,7.1,151
66119,5.8,24
66120,6.9,94
66121,6.9,515
66122,7.2,4773
66123,5.8,8
66124,7.8,751
66125,3.8,46
66126,5.4,402
66128,5.1,58
66129,6.3,19
66130,5,1023
66132,5.7,515
66135,7.2,16
66136,6.5,274
66137,7.6,62
66141,6.6,1194
66143,3.4,28
66144,5.1,438
66145,6.1,72
66148,5,25
66151,4.1,73
66152,6.9,97
66153,7.4,183
66154,6,1187
66156,4.5,610
66157,5.9,71
66158,4.3,142
66159,6,5
66160,5.4,1388
66162,5.3,168
66163,6.9,353
66164,5.1,194
66165,7.3,37
66167,6.6,574
66168,4.4,86
66169,6.4,51
66171,6.3,117
66172,6.5,14
66174,4.8,12
66175,7.2,47
66177,6.3,20
66181,6.4,3347
66183,5,334
66184,5.7,814
66185,6,144
66187,6.3,11
66188,5.4,20
66190,6.9,89
66191,4.7,15
66192,7.1,288
66193,7.1,6872
66195,6.5,3054
66197,5.8,14
66198,6.1,30
66199,7.1,17
66201,5.7,20
66202,6.4,53
66206,7.9,89209
66207,7,3668
66208,7,92
66209,6.4,174
66210,5.3,312
66211,7.9,27
66212,6.4,562
66214,6.9,8574
66215,7,464
66216,5.4,185
66217,4.9,51
66218,6.2,26
66219,6.7,35
66221,4.6,178
66222,4.8,230
66223,5,33
66225,5.7,67
66227,6.9,4254
66228,5.3,59
66229,6,106
66230,3.7,19
66231,5.8,13
66233,6.9,217
66234,6.1,231
66236,6.4,14
66237,8.1,1258
66238,5.5,210
66239,6.3,9
66240,6.3,514
66241,7,180
66242,6.4,11
66243,6.3,338
66245,7,217
66248,6.9,54
66249,7.1,9696
66250,4.8,13
66251,6.8,115
66252,6.5,31
66253,6.1,19
66256,6.7,909
66258,6,902
66259,7,7
66260,4.9,454
66262,6.6,595
66265,6.8,3075
66266,6.7,514
66267,5.6,246
66268,4,481
66271,5.4,7
66273,5.2,457
66274,5.3,282
66276,6.1,29
66277,5.4,76
66279,7.3,3628
66282,4.9,9
66283,3.8,74
66284,4.6,16
66285,5.3,69
66286,3.9,546
66287,3.2,23
66288,6.9,73
66289,7.7,2685
66290,4,15
66291,4.7,91
66295,5.1,102
66296,5.7,217
66297,4.7,9
66299,7.1,14
66300,7.7,25
66301,6.8,9608
66302,7,553
66303,5.2,18
66307,4.5,15
66309,6,8
66312,5.6,66
66315,4.8,455
66316,7.1,12
66318,7.3,1441
66319,7.4,7997
66320,5.2,261
66323,7.2,203
66324,7.8,65
66325,6.6,21
66328,7.1,531
66329,6.8,18
66331,4.4,25
66333,4.7,171
66334,5.1,62
66335,6.6,26
66336,6.2,22
66337,4.9,15
66341,4.7,571
66344,7.5,8306
66346,3.3,36
66349,4.4,286
66350,4.8,74
66351,6.9,137
66355,6,17
66358,6.1,36
66359,3.8,53
66360,4.2,105
66361,4.9,7
66362,7,448
66363,4.9,17
66364,5.8,147
66366,5.3,38
66370,7,82
66371,6.8,8
66374,7.6,609
66375,7.3,26
66377,4.9,7
66378,4.3,13
66379,4.3,177
66380,5.4,3987
66383,6.4,35
66384,4.6,313
66385,7.1,417
66386,7.3,33
66388,7.6,12
66390,6.9,4562
66391,4.8,36
66392,7.2,762
66393,3.8,378
66395,4.6,27
66400,7.2,96
66401,7,440
66402,6.5,2508
66405,5.3,17
66407,5.3,814
66410,6.9,67
66412,7,3326
66413,6.9,2201
66414,6.1,58
66415,6.8,1349
66416,6.4,185
66417,5,195
66418,5.4,262
66419,6.5,27
66420,6.2,407
66421,6,217
66422,5.6,329
66423,6.4,2512
66425,4.3,36
66426,5.2,46
66429,7.6,600
66430,5.4,167
66431,5,6
66433,6.2,17
66434,6.7,45257
66436,5.6,562
66438,5.4,48
66442,7,153
66445,6.1,662
66446,4.6,12
66448,7,3651
66449,5.7,2007
66450,6.1,2900
66454,6.6,302
66457,5.6,26
66460,5,11
66461,8.5,1812
66463,6.1,192
66465,6,18
66466,7.1,513
66468,6.2,558
66469,5.4,159
66470,4.5,156
66471,6.7,3081
66472,6.5,18
66473,7.5,29749
66474,6.4,31
66475,3.6,182
66476,2.2,2644
66477,5.9,37
66479,3.7,297
66482,6.3,2499
66483,6.3,41
66484,5.1,26
66485,6.2,272
66487,5.3,20
66489,4.9,27
66491,7.5,9370
66492,3.9,2087
66493,5.1,12
66494,5.6,477
66495,6.5,5326
66496,6.1,70
66497,6.5,89
66498,7.8,2206
66499,6.4,142
66500,8.2,2782
66501,6.2,50
66502,6.8,267
66503,8.4,41
66505,4.9,44
66507,4.7,97
66511,7.6,1211
66512,5.2,131
66514,6.9,178
66515,7,183
66516,7.2,7071
66517,6.8,496
66518,6.5,4812
66519,4.1,146
66523,6.7,35
66526,7.2,19
66528,6.1,281
66530,6.8,1163
66531,6.4,214
66532,6,241
66533,6.8,166
66536,7,664
66537,7.1,83
66538,6.7,15
66540,5.6,934
66542,6.2,588
66543,6.4,431
66544,7.8,17
66546,7.4,2052
66548,5.7,237
66549,7.3,7758
66550,6.7,1488
66551,6.8,18
66553,3.8,540
66554,6,166
66556,2.8,197
66557,4.3,62
66559,5.8,384
66561,5.2,2101
66563,6.6,1565
66564,4.5,1089
66565,7.9,6063
66568,3.6,15
66569,4.8,79
66571,4.4,17
66574,5.2,345
66575,5.5,6
66577,5.5,111
66578,5.4,2987
66580,8.2,15111
66581,6.8,53
66583,7,61
66584,6.6,14
66585,6.6,1633
66587,7.1,46
66589,6.1,21
66590,6.4,8
66592,3.4,187
66593,5.9,956
66594,6.7,154
66596,6.4,22
66600,6.5,526
66601,7,13586
66602,7.3,1263
66603,7.1,2127
66604,7.1,12
66605,6,289
66606,5.7,10
66611,4.2,12
66612,7.4,3517
66613,4.1,8
66614,6.8,42
66617,6.4,85
66618,6.4,85
66619,7.1,73
66621,5.3,42
66622,6.3,35
66623,5.9,109
66639,7.3,815
66660,6.8,85
66728,5.9,1742
66729,4.9,21
66730,7.6,6796
66731,4.2,117
66732,5.9,1781
66734,5.9,14
66735,6.7,6415
66736,3.7,83
66737,6.7,13
66738,3.8,29
66739,6.6,216
66740,7.1,12490
66742,6.2,150
66743,4.8,186
66745,6,1647
66746,6.2,133
66747,5.4,34
66749,6.2,77
66750,7.1,90
66752,5.9,16
66753,7.2,5
66754,6.5,129
66756,6.8,46
66757,4.8,136
66758,8.2,1347
66760,6.4,34
66761,4.7,59
66762,2.9,12
66763,8.8,23865
66764,3.7,154
66765,7.6,27605
66766,6.8,232
66767,6.4,6206
66769,7.2,30947
66770,5.9,17
66771,4.6,274
66773,6.7,1332
66774,5.3,95
66775,5.7,123
66777,4.7,22
66778,6.2,12
66779,5.6,93
66781,5.8,101
66783,6.4,130
66784,6.6,42
66787,7.1,43
66789,6.2,180
66790,6,117
66791,3.2,56
66793,7.9,14
66794,5.7,10
66795,7.4,46
66797,3.4,60
66798,7,1955
66799,5.4,54
66801,4.5,233
66802,3.8,247
66803,4.5,95
66806,7.4,734
66807,6.6,319
66808,7,32170
66809,7.2,24
66811,6,1540
66812,7.4,163
66814,4.2,136
66815,4.7,727
66816,3.1,556
66817,7.1,31580
66818,5.5,46
66819,7.2,14459
66822,6.6,52
66823,6.9,15
66824,6.9,812
66826,6.4,1166
66827,5.1,1245
66828,6.1,20
66829,5.5,194
66830,6,2017
66831,7.2,10282
66832,6.3,5251
66834,5.5,894
66835,5.6,302
66838,6,12
66840,5.4,22
66841,6.8,550
66842,7.5,1159
66843,4.9,13
66844,6.4,1010
66845,2.8,643
66846,2.7,412
66847,4.5,292
66848,5.6,784
66849,6.4,4248
66851,5.7,35
66852,4.9,117
66853,5.9,31
66854,7,109
66855,7.3,65
66856,5.5,1428
66857,5.6,408
66858,6.8,2760
66860,7.8,64
66861,5.2,54
66863,5.3,1174
66865,6.2,59
66866,6.9,162
66867,6.4,174
66868,6.3,59
66870,6,814
66871,5.5,318
66872,5.6,170
66873,5.6,35
66875,5.5,104
66877,6.9,77
66878,5.5,22
66879,5.3,104
66880,7.7,167
66881,5.1,7
66882,6.6,24
66883,6.4,66
66886,4.8,697
66887,5.6,47
66888,6.8,233
66889,6.2,97
66891,4.6,10
66892,7,10299
66893,3.8,377
66894,6.2,2249
66895,6.2,2593
66896,5.6,26
66897,5.5,79
66898,6.5,57
66900,5.6,948
66901,7.4,181
66903,7.8,20
66905,3.9,214
66906,7.6,1611
66907,6.7,4314
66908,5.1,48
66909,6.3,24
66911,4.9,13
66913,5.1,62
66914,4.9,1997
66915,5.4,384
66916,6.8,11
66919,7.7,2336
66920,5.1,108
66921,8.3,704981
66923,5.2,96
66924,6.7,2275
66927,6.7,1768
66928,5.9,437
66929,5.4,37
66930,4.2,37
66936,6.8,895
66939,6.6,921
66940,7.2,1056
66941,6.8,153
66943,6.9,482
66945,5.6,194
66947,7.2,93
66949,4.7,44
66950,5.4,1610
66951,5.8,45
66952,5.8,2094
66955,4.5,548
66956,6.9,73
66958,4.2,454
66960,5,454
66961,6.7,258
66962,6.9,7
66963,6.9,2637
66966,5.7,11
66967,5.9,9
66968,7.2,881
66969,6.5,265
66970,5.8,1936
66974,7.1,62
66980,6.3,232
66981,3.9,110
66982,5.5,1220
66983,5.7,35
66984,6.3,340
66985,5.4,45
66986,6.1,214
66988,7.5,670
66989,7.4,4250
66990,5.8,128
66993,7.8,12106
66995,6.6,88235
66996,5,614
66997,7.7,945
66999,7.7,134175
67000,6.2,11
67002,7,352
67003,6.1,1208
67004,4.4,212
67006,6.8,39
67009,6.9,853
67010,6.3,149
67011,4,132
67012,6.1,99
67013,7.1,308
67014,5.1,194
67015,5.9,43
67016,5.6,445
67017,3.4,1641
67019,3.8,17
67020,6,16
67022,5.6,98
67024,7.1,65
67025,6.2,161
67026,7,384
67027,6.5,221
67028,7.8,36
67029,6.8,126
67030,4.8,181
67031,3.2,25
67032,7.8,13
67033,7.1,15
67034,5.8,43
67035,5.7,117
67036,5.3,6
67037,6.3,117
67038,5.9,132
67040,6.7,935
67041,4.2,18
67042,3.8,46
67044,6,8
67047,7.2,3581
67048,7,255
67049,3.9,16
67050,5,36
67052,6,1226
67054,7.6,47
67055,5.3,2653
67056,6.1,276
67057,3.8,146
67058,5.7,13
67061,3.7,127
67062,4.9,170
67063,5.3,23
67065,6.3,29936
67067,5.5,60
67068,7,634
67069,5.1,782
67074,4.2,40
67075,4.8,13
67076,5.2,615
67079,7.8,52
67084,6.4,1072
67085,6.8,3174
67087,5.7,220
67088,8.2,10
67093,8,35931
67094,4.8,340
67095,6,150
67097,6.9,7
67099,5.9,289
67100,5.7,427
67101,7.9,12
67103,5.9,117
67104,6.4,409
67105,6.1,111
67108,7.3,5829
67109,6.5,917
67111,7,308
67112,6.5,434
67113,5.9,22
67115,6,19
67116,7.7,101384
67117,5.4,11
67118,6.6,806
67119,5.9,1031
67121,5.6,131
67122,6.5,41
67123,3.4,1140
67124,5,1202
67126,4.3,91
67128,7.4,26813
67133,3.7,454
67134,6.6,1420
67135,5.1,120
67137,6.6,50
67140,7.7,27182
67141,4.7,486
67142,6.3,336
67144,7.3,4408
67145,4.1,137
67146,5.9,386
67148,6,3984
67149,5.9,47
67150,6.2,46
67154,6.5,6
67155,7,282
67156,4.7,43
67158,4.1,32
67160,5.9,10
67162,6.8,1067
67163,6.4,59
67164,7.3,869
67165,6,36
67166,5.7,21
67167,5.7,28
67168,6.4,1042
67169,3.7,324
67170,6.6,8
67171,5.4,36
67173,6.8,19
67174,7.1,41
67175,3,146
67176,6.2,1995
67177,6.9,59
67178,6.9,368
67180,6.1,244
67183,7.3,708
67185,7.9,66529
67187,6.3,39
67189,4,25
67190,2.9,34
67191,5.1,144
67192,4,333
67197,7.4,667
67198,7.2,41
67199,7,57
67201,6.9,35
67202,5.6,8
67203,2.1,43
67204,7,2620
67206,4.8,168
67208,6.9,47
67210,4.5,26
67211,5.8,123
67212,5.5,137
67214,5.9,81
67215,7,5
67216,6.3,961
67217,7.2,5048
67219,6.6,712
67224,6.3,2314
67225,5.3,13
67226,4.4,7
67227,7.4,3918
67228,6,60
67229,6,2982
67231,6.6,263
67232,3.8,69
67233,6.2,61
67234,6,41
67236,5.3,480
67237,6.2,458
67238,5.5,6
67242,7.7,965
67243,5.5,420
67244,7.9,24
67245,3.5,1314
67246,6.1,15
67248,6.2,336
67249,7.2,449
67251,3.4,14
67252,7.5,129
67254,6.3,35
67255,4.5,27
67256,7.3,359
67258,6.6,390
67260,5,249
67263,5.9,20
67264,4.8,8
67266,4.3,286
67268,6.2,55
67269,4.6,5
67270,7,24
67274,7.2,2483
67275,7.4,227
67276,7.4,665
67277,7.9,14447
67278,7.8,19
67280,6.2,450
67281,6.4,21
67282,4.6,224
67283,5,343
67284,7.7,22
67285,5,191
67286,6,51
67288,7.2,12
67292,5,122
67293,6.1,13
67295,5,5
67296,7.4,151
67297,5.3,247
67298,7.2,6
67299,5.5,119
67300,7.2,81
67302,6.2,1019
67303,5.8,399
67305,4.5,133
67306,7.1,706
67308,7.1,38
67309,7.1,19772
67310,5.5,52
67311,3.4,32
67312,6.4,7
67313,6.8,768
67314,6.6,1200
67317,6.4,9
67318,5,171
67319,5.9,52
67320,4.4,28
67321,5,1571
67322,7.2,267
67323,6.2,316
67324,7.9,2279
67325,4.2,22
67327,6.3,1489
67328,8,38598
67329,6.4,1228
67331,6.6,47
67332,6,79
67333,7,3734
67334,6.8,8095
67338,7.2,14
67339,6.5,18
67340,4.9,22
67341,6.4,6382
67342,6.2,18
67343,5.7,72
67344,3.4,14
67345,6.1,1111
67350,7,2314
67352,4.4,90
67354,5,247
67355,7.5,17705
67356,4.4,16
67357,6.8,392
67358,6.8,41
67359,4.8,252
67360,5.6,51
67361,7,3844
67362,6.2,33
67364,5.2,10
67365,5.5,72
67367,5.8,2048
67369,4.5,65
67372,7.4,11723
67373,3.8,38
67374,6.9,16
67375,6.3,754
67376,6.6,52
67377,6.4,267
67379,6.1,23
67381,5.5,305
67382,5.6,375
67383,6.1,89
67384,6.7,2387
67385,6.1,631
67386,6.9,1197
67388,6.8,2515
67389,6.5,47
67390,5.3,147
67392,6,43
67394,7.2,48
67395,5.9,233
67396,5,621
67397,6.6,1187
67398,6.2,130
67400,4.5,130
67402,7.2,3721
67403,7.2,49
67404,6.4,71
67405,6.2,186
67407,8,27
67409,7.3,1854
67410,5.3,52
67411,7.7,20167
67412,4.8,30
67414,6.1,37
67416,7,7
67417,5.1,82
67418,7.6,2411
67419,6,2103
67421,7.6,447
67422,6.4,359
67424,6.3,63
67425,7.1,385
67427,4.6,18
67429,7.6,2976
67430,6,14
67431,7.1,174
67432,5.7,252
67433,7.3,3734
67434,6.5,846
67435,5,13
67436,6.5,316
67437,6.3,489
67438,5.6,19
67439,7.6,2444
67441,4.9,11
67443,5.1,280
67445,7.4,17019
67446,6.5,1299
67447,6.3,38
67451,5.5,317
67452,5.9,44
67453,3.9,222
67454,6.8,2460
67456,7.4,207
